image_dir,target
ISIC_8570665,0
ISIC_0946777,0
ISIC_8314759,0
ISIC_1738117,0
ISIC_1074482,0
ISIC_2976115,0
ISIC_7489072,0
ISIC_5739570,0
ISIC_3193048,0
ISIC_4294705,0
ISIC_3168448,0
ISIC_5564029,0
ISIC_4132992,0
ISIC_5934104,0
ISIC_0163110,0
ISIC_4842241,0
ISIC_8535844,0
ISIC_3156139,0
ISIC_0958701,0
ISIC_7828320,0
ISIC_4586139,0
ISIC_2566005,0
ISIC_9280399,0
ISIC_4868926,0
ISIC_6515912,0
ISIC_8724791,0
ISIC_1358527,0
ISIC_8335261,0
ISIC_3134683,0
ISIC_6652021,0
ISIC_3998204,0
ISIC_2444344,0
ISIC_3626079,0
ISIC_6863520,0
ISIC_5086709,0
ISIC_0228713,0
ISIC_3690767,0
ISIC_3845958,0
ISIC_1949446,0
ISIC_8690631,0
ISIC_2432948,0
ISIC_6869122,0
ISIC_4409740,0
ISIC_0549791,0
ISIC_4649250,0
ISIC_0355177,0
ISIC_3285892,0
ISIC_7618133,0
ISIC_4786018,0
ISIC_0348150,0
ISIC_7227223,0
ISIC_0745450,0
ISIC_5897799,0
ISIC_4586133,0
ISIC_2578624,0
ISIC_4296456,0
ISIC_3412310,0
ISIC_1582195,0
ISIC_3010550,0
ISIC_7093104,0
ISIC_0953133,0
ISIC_2544309,0
ISIC_8210326,0
ISIC_6791904,0
ISIC_0170583,0
ISIC_3353862,0
ISIC_3562660,0
ISIC_4864523,0
ISIC_2752919,0
ISIC_4770452,0
ISIC_4569978,0
ISIC_5049365,0
ISIC_5265873,0
ISIC_9019691,0
ISIC_1985984,0
ISIC_2323049,0
ISIC_8287726,0
ISIC_0568828,0
ISIC_5323944,0
ISIC_1147795,0
ISIC_1919829,0
ISIC_7486506,0
ISIC_7951186,0
ISIC_2094481,0
ISIC_4917773,0
ISIC_3455585,0
ISIC_8953848,0
ISIC_7218530,0
ISIC_9012868,0
ISIC_5616902,0
ISIC_1613289,0
ISIC_7604839,0
ISIC_8491294,0
ISIC_1777142,0
ISIC_1124696,0
ISIC_8367377,0
ISIC_8853995,0
ISIC_8531497,0
ISIC_4844741,0
ISIC_1932064,0
ISIC_2465244,0
ISIC_7178890,0
ISIC_2327808,0
ISIC_9094080,0
ISIC_9084751,0
ISIC_4593224,0
ISIC_9851371,0
ISIC_2412314,0
ISIC_6880030,0
ISIC_2016546,0
ISIC_4036621,0
ISIC_0666641,0
ISIC_3645277,0
ISIC_8677110,0
ISIC_0971027,0
ISIC_9699830,0
ISIC_5681025,0
ISIC_7575644,0
ISIC_9933722,0
ISIC_3626693,0
ISIC_2068908,0
ISIC_3424207,0
ISIC_7243593,0
ISIC_7133051,0
ISIC_0186437,0
ISIC_6081091,0
ISIC_4163881,0
ISIC_1854603,0
ISIC_6487069,0
ISIC_5606360,0
ISIC_6069236,0
ISIC_9987485,0
ISIC_5983581,0
ISIC_1570758,0
ISIC_8295306,0
ISIC_8343676,0
ISIC_3069594,0
ISIC_6153728,0
ISIC_9728003,0
ISIC_2736340,0
ISIC_2357307,0
ISIC_8378094,0
ISIC_7641395,0
ISIC_5516082,0
ISIC_1429608,0
ISIC_9364994,0
ISIC_4778171,0
ISIC_9699603,0
ISIC_4007918,0
ISIC_2542073,0
ISIC_8393181,0
ISIC_9175501,0
ISIC_9873492,0
ISIC_1771244,0
ISIC_3899034,0
ISIC_9860895,0
ISIC_4156010,0
ISIC_6070758,0
ISIC_9035220,0
ISIC_2059420,0
ISIC_0680823,0
ISIC_4824153,0
ISIC_3567385,0
ISIC_2863172,0
ISIC_5033906,0
ISIC_0834704,0
ISIC_8744681,0
ISIC_9607081,0
ISIC_6793778,0
ISIC_2203635,0
ISIC_9924151,0
ISIC_6064843,0
ISIC_9298083,0
ISIC_1945381,0
ISIC_7424750,0
ISIC_4546136,0
ISIC_8443326,0
ISIC_5544829,0
ISIC_0357231,0
ISIC_7343567,0
ISIC_7143189,0
ISIC_4167654,0
ISIC_1974152,0
ISIC_0378714,0
ISIC_1464862,0
ISIC_9964362,0
ISIC_2190217,0
ISIC_9355250,0
ISIC_2366681,0
ISIC_0600866,0
ISIC_8013946,0
ISIC_1983334,0
ISIC_8298244,0
ISIC_2330773,0
ISIC_7545340,0
ISIC_1894141,0
ISIC_1975192,0
ISIC_0401522,0
ISIC_3187493,0
ISIC_6782271,0
ISIC_4153234,0
ISIC_6739727,0
ISIC_7500665,0
ISIC_7982831,0
ISIC_9823873,0
ISIC_7681490,0
ISIC_8705729,0
ISIC_4579531,0
ISIC_4788652,0
ISIC_0675972,0
ISIC_1042111,0
ISIC_9159730,0
ISIC_7309684,0
ISIC_5700599,0
ISIC_6041185,0
ISIC_0749089,0
ISIC_2804902,0
ISIC_6575298,0
ISIC_8228526,0
ISIC_9822725,0
ISIC_4027816,0
ISIC_2374434,0
ISIC_0318642,0
ISIC_1053021,0
ISIC_0825026,0
ISIC_2845856,0
ISIC_1819531,0
ISIC_8189028,0
ISIC_3240264,0
ISIC_5234835,0
ISIC_4927943,0
ISIC_5187819,0
ISIC_1404316,0
ISIC_7610075,0
ISIC_2457859,0
ISIC_5179620,0
ISIC_6389532,0
ISIC_8739046,0
ISIC_6536232,0
ISIC_7745522,0
ISIC_0925174,0
ISIC_5131138,0
ISIC_8236943,0
ISIC_9965754,0
ISIC_2417958,0
ISIC_5799264,0
ISIC_3010577,0
ISIC_8700706,0
ISIC_3729498,0
ISIC_7280886,0
ISIC_0679553,0
ISIC_8550301,0
ISIC_2198278,0
ISIC_0502016,0
ISIC_5556302,0
ISIC_5056768,0
ISIC_0492473,0
ISIC_7643966,0
ISIC_2741998,0
ISIC_9448599,0
ISIC_6446825,0
ISIC_2846882,0
ISIC_8541165,0
ISIC_1456827,0
ISIC_8871081,0
ISIC_4877382,0
ISIC_9576385,0
ISIC_0274900,0
ISIC_2414298,0
ISIC_5170766,0
ISIC_6893147,0
ISIC_4849032,0
ISIC_8505243,0
ISIC_2513481,0
ISIC_4933230,0
ISIC_1020968,0
ISIC_2292207,0
ISIC_7933514,0
ISIC_5763050,0
ISIC_9042973,0
ISIC_4538870,0
ISIC_9103289,0
ISIC_2554942,0
ISIC_1845926,0
ISIC_6986899,0
ISIC_7834692,0
ISIC_1391289,0
ISIC_5831205,0
ISIC_9456322,0
ISIC_9660409,0
ISIC_7253878,0
ISIC_5144730,0
ISIC_7246791,0
ISIC_4537893,0
ISIC_8033618,0
ISIC_9939653,0
ISIC_5336548,0
ISIC_2197398,0
ISIC_3159130,0
ISIC_9756079,0
ISIC_3679271,0
ISIC_2500254,0
ISIC_5145651,0
ISIC_7496225,0
ISIC_3928747,0
ISIC_7963326,0
ISIC_4359707,0
ISIC_1641226,0
ISIC_7566403,0
ISIC_6265613,0
ISIC_9280171,0
ISIC_1584187,0
ISIC_8853902,0
ISIC_3165797,0
ISIC_1084298,0
ISIC_0657811,0
ISIC_8624783,0
ISIC_8632387,0
ISIC_4925631,0
ISIC_8126146,0
ISIC_8007231,0
ISIC_9326566,0
ISIC_9322705,0
ISIC_4191363,0
ISIC_6346890,0
ISIC_2921459,0
ISIC_1726444,0
ISIC_5764104,0
ISIC_7970478,0
ISIC_1722909,0
ISIC_7980770,0
ISIC_6652273,0
ISIC_4364788,0
ISIC_3437943,0
ISIC_2278564,0
ISIC_8105053,0
ISIC_9987808,0
ISIC_7355141,0
ISIC_5087951,0
ISIC_4352457,0
ISIC_0174903,0
ISIC_4524431,0
ISIC_5547318,0
ISIC_6876691,0
ISIC_6138020,0
ISIC_8846654,0
ISIC_8931012,0
ISIC_3392433,0
ISIC_4318374,0
ISIC_7772950,0
ISIC_8068826,0
ISIC_2901680,0
ISIC_6833855,0
ISIC_6801549,0
ISIC_7436377,0
ISIC_1763183,0
ISIC_8795038,0
ISIC_2908941,0
ISIC_0525376,0
ISIC_9223108,0
ISIC_5438125,0
ISIC_1442601,0
ISIC_5517010,0
ISIC_1221691,0
ISIC_8626787,0
ISIC_8055207,0
ISIC_0413575,0
ISIC_9141038,0
ISIC_9479161,0
ISIC_4639874,0
ISIC_3254944,0
ISIC_5643159,0
ISIC_4586940,0
ISIC_7897090,0
ISIC_2297426,0
ISIC_0320334,0
ISIC_8772377,0
ISIC_6016387,0
ISIC_5031549,0
ISIC_7423788,0
ISIC_3565787,0
ISIC_3603704,0
ISIC_4250465,0
ISIC_4734627,0
ISIC_3187746,0
ISIC_6835115,0
ISIC_8237243,0
ISIC_2974884,0
ISIC_7833195,0
ISIC_4677050,0
ISIC_3586480,0
ISIC_2511771,0
ISIC_5894728,0
ISIC_1258986,0
ISIC_6785249,0
ISIC_1695158,0
ISIC_8282954,0
ISIC_9736710,0
ISIC_2310105,0
ISIC_9855839,0
ISIC_5462334,0
ISIC_9122215,0
ISIC_1272233,0
ISIC_4807631,0
ISIC_1000328,0
ISIC_4885898,0
ISIC_1251721,0
ISIC_2671727,0
ISIC_2158377,0
ISIC_5044765,0
ISIC_4174378,0
ISIC_1396767,0
ISIC_3997033,0
ISIC_5552666,0
ISIC_6555039,0
ISIC_2139387,0
ISIC_6596403,0
ISIC_3385810,0
ISIC_0506843,0
ISIC_7188164,0
ISIC_6048309,0
ISIC_4605642,0
ISIC_2547431,0
ISIC_5997454,0
ISIC_5464206,0
ISIC_2707375,0
ISIC_3256087,0
ISIC_2797210,0
ISIC_3908638,0
ISIC_7888517,0
ISIC_6898841,0
ISIC_8667653,0
ISIC_8910102,0
ISIC_1780417,0
ISIC_3834800,0
ISIC_2329722,0
ISIC_7975420,0
ISIC_6676345,0
ISIC_4164955,0
ISIC_0613014,0
ISIC_4099287,0
ISIC_3335955,0
ISIC_7249009,0
ISIC_6867686,0
ISIC_0736508,0
ISIC_0663941,0
ISIC_5225336,0
ISIC_7682042,0
ISIC_2256519,0
ISIC_6212920,0
ISIC_2789384,0
ISIC_7440993,0
ISIC_0293086,0
ISIC_3484988,0
ISIC_5809781,0
ISIC_4589707,0
ISIC_5039396,0
ISIC_3959570,0
ISIC_9015818,0
ISIC_0808309,0
ISIC_5808758,0
ISIC_1633463,0
ISIC_8876911,0
ISIC_0887871,0
ISIC_0277164,0
ISIC_5018298,0
ISIC_4744272,0
ISIC_7741631,0
ISIC_1748718,0
ISIC_5074858,0
ISIC_9244393,0
ISIC_1819289,0
ISIC_1172768,0
ISIC_5684203,0
ISIC_1771684,0
ISIC_3873641,0
ISIC_1156157,0
ISIC_9551134,0
ISIC_1703130,0
ISIC_9692404,0
ISIC_5193576,0
ISIC_8180937,0
ISIC_7113612,0
ISIC_1420201,0
ISIC_3354440,0
ISIC_4600505,0
ISIC_9865814,0
ISIC_7361421,0
ISIC_9597731,0
ISIC_9544564,0
ISIC_2542479,0
ISIC_6539116,0
ISIC_8191696,0
ISIC_0258065,0
ISIC_3249299,0
ISIC_8321678,0
ISIC_6297408,0
ISIC_2052529,0
ISIC_9198657,0
ISIC_1013796,0
ISIC_2437106,0
ISIC_7824420,0
ISIC_5238910,0
ISIC_8008932,0
ISIC_7500420,0
ISIC_7988807,0
ISIC_0289191,0
ISIC_6666608,0
ISIC_0214186,0
ISIC_5442856,0
ISIC_0196559,0
ISIC_0270101,0
ISIC_5403296,0
ISIC_6974497,0
ISIC_9791878,0
ISIC_1581026,0
ISIC_0940521,0
ISIC_1626359,0
ISIC_3857463,0
ISIC_1536126,0
ISIC_2087913,0
ISIC_1578194,0
ISIC_8695278,0
ISIC_5248948,0
ISIC_1883184,0
ISIC_7111544,0
ISIC_2167209,0
ISIC_7495058,0
ISIC_5377693,0
ISIC_6793603,0
ISIC_7231369,0
ISIC_2998107,0
ISIC_5601256,0
ISIC_3764173,0
ISIC_4532303,0
ISIC_2329701,0
ISIC_9433473,0
ISIC_1621961,0
ISIC_7251760,0
ISIC_9328589,0
ISIC_2817836,0
ISIC_0412319,0
ISIC_1355907,0
ISIC_8421394,0
ISIC_0651379,0
ISIC_3575814,0
ISIC_8843899,0
ISIC_9092759,0
ISIC_3952030,0
ISIC_5689730,0
ISIC_6728205,0
ISIC_9900876,0
ISIC_8811316,0
ISIC_8351780,0
ISIC_8460226,0
ISIC_4009405,0
ISIC_8457387,0
ISIC_3025758,0
ISIC_8873943,0
ISIC_3103697,0
ISIC_1620413,0
ISIC_2818953,0
ISIC_8772124,0
ISIC_9962534,0
ISIC_3472937,0
ISIC_7681144,0
ISIC_2616987,0
ISIC_5259414,0
ISIC_2264768,0
ISIC_8629932,0
ISIC_9203424,0
ISIC_6703027,0
ISIC_3603150,0
ISIC_8408622,0
ISIC_8774086,0
ISIC_5740023,0
ISIC_3836174,0
ISIC_1121883,0
ISIC_0814592,0
ISIC_7260365,0
ISIC_1858989,0
ISIC_1234254,0
ISIC_3074949,0
ISIC_1145706,0
ISIC_5080559,0
ISIC_9754386,0
ISIC_7999342,0
ISIC_1901204,0
ISIC_1121984,0
ISIC_7528996,0
ISIC_4188624,0
ISIC_6457449,0
ISIC_1772828,0
ISIC_6090057,0
ISIC_8001976,0
ISIC_5635264,0
ISIC_5857239,0
ISIC_0159060,0
ISIC_8296302,0
ISIC_8414673,0
ISIC_2030479,0
ISIC_3656013,0
ISIC_4266501,0
ISIC_1694480,0
ISIC_0469314,0
ISIC_2621121,0
ISIC_8784687,0
ISIC_9986040,0
ISIC_7232218,0
ISIC_3224854,0
ISIC_3347715,0
ISIC_3220834,0
ISIC_5673336,0
ISIC_8671662,0
ISIC_1205826,0
ISIC_3995777,0
ISIC_3173314,0
ISIC_1008609,0
ISIC_3349007,0
ISIC_6713263,0
ISIC_3687263,0
ISIC_7411244,0
ISIC_7307599,0
ISIC_4552035,0
ISIC_1110383,0
ISIC_5903193,0
ISIC_4719181,0
ISIC_8335722,0
